datetime,Actual,ARIMA,LSTM
2016-09-23,13.83,82.10205437259079,137.94785
2016-09-26,13.93267,82.0982457221179,133.18182
2016-09-27,13.72067,82.09443707164498,132.07106
2016-09-28,13.75133,82.09062842117181,129.33456
2016-09-29,13.38,82.08681977069857,139.00026
2016-09-30,13.602,82.08301112022558,149.18115
2016-10-03,14.24667,82.07920246975284,142.5177
2016-10-04,14.094,82.07539381927991,133.49356
2016-10-05,13.89733,82.07158516880655,122.32982
2016-10-06,13.4,82.0677765183332,119.43139
2016-10-07,13.10733,82.06396786786043,124.488075
2016-10-10,13.39667,82.06015921738793,123.55606
2016-10-11,13.34,82.05635056691486,123.45301
2016-10-12,13.434,82.0525419164411,119.40866
2016-10-13,13.34933,82.04873326596773,114.73818
2016-10-14,13.10067,82.04492461549545,115.295296
2016-10-17,12.93067,82.04111596502325,123.25102
2016-10-18,13.27333,82.03730731454968,126.71826
2016-10-19,13.57067,82.03349866407527,122.521515
2016-10-20,13.27333,82.02969001360219,125.559456
2016-10-21,13.33933,82.02588136313092,129.2659
2016-10-24,13.51733,82.02207271265888,129.2348
2016-10-25,13.48933,82.0182640621841,129.31921
2016-10-26,13.48267,82.01445541170884,128.08827
2016-10-27,13.60067,82.01064676123687,119.34345
2016-10-28,13.33133,82.00683811076729,111.40146
2016-10-31,13.182,82.00302946029473,101.28647
2016-11-01,12.71933,81.99922080981746,98.780464
2016-11-02,12.53467,81.99541215934156,100.82318
2016-11-03,12.49467,81.99160350887247,106.426506
2016-11-04,12.704,81.98779485840527,109.20182
2016-11-07,12.88067,81.98398620793024,107.20935
2016-11-08,12.996,81.98017755744858,98.37343
2016-11-09,12.67067,81.97636890697352,92.74125
2016-11-10,12.35667,81.97256025651058,92.91342
2016-11-11,12.57067,81.96875160604557,86.282455
2016-11-14,12.096667,81.96494295556377,89.84862
2016-11-15,12.25133,81.96113430507563,91.95893
2016-11-16,12.262,81.95732565460587,95.88308
2016-11-17,12.57733,81.95351700415415,93.5725
2016-11-18,12.33467,81.94970835368828,97.92242
2016-11-21,12.30133,81.94589970319146,108.00104
2016-11-22,12.74467,81.94209105269641,111.98247
2016-11-23,12.876,81.93828240224241,114.10969
2016-11-25,13.11,81.93447375180808,108.46131
2016-11-28,13.074667,81.93066510133112,98.042015
2016-11-29,12.638,81.92685645080581,93.33946
2016-11-30,12.62667,81.9230478003099,85.67235
2016-12-01,12.12533,81.91923914989233,88.68377
2016-12-02,12.098,81.91543049947862,95.96171
2016-12-05,12.45333,81.91162184896547,98.819984
2016-12-06,12.39,81.90781319839411,107.14568
