datetime,Portfolio Value,Daily Return,Drawdown
2025-03-03,10000.000000000002,0.0028610354223432832,-0.0028447575182876106
2025-02-28,10006.792555359327,0.0006792555359325103,-0.002167434299647719
2025-02-27,9964.678712131505,-0.004208525658430662,-0.006366838255215335
2025-02-26,9976.905311778293,0.0012269938650308898,-0.005147656461663375
2025-02-25,9961.961689987775,-0.001497821350762596,-0.006637767542671313
2025-02-24,9899.470180681974,-0.006273012409654943,-0.012869141154158714
2025-02-21,9885.88506996332,-0.001372306847811311,-0.014223787591438608
2025-02-20,9842.412715663635,-0.0043974165177955715,-0.018558656190734046
2025-02-19,9830.186116016846,-0.001242236024844856,-0.019777837984286006
2025-02-18,9816.601005298196,-0.0013819789939190086,-0.021132484421565678
2025-02-14,9853.280804238555,0.003736507057846339,-0.017474939040910353
2025-02-13,9822.035049585655,-0.0031711016131256153,-0.020590625846654054
2025-02-12,9763.61907349545,-0.005947441217150629,-0.02641560552695732
2025-02-11,9813.883983154463,0.005148184221510865,-0.02140341370902199
2025-02-10,9830.186116016846,0.0016611295681063787,-0.019777837984286006
2025-02-07,9827.469093873116,-0.0002763957987838017,-0.020048767271741985
2025-02-06,9857.356337454152,0.003041194359966859,-0.01706854510972622
2025-02-05,9868.224426029074,0.0011025358324145973,-0.015984827959902415
2025-02-04,9817.95951637006,-0.005093612334801767,-0.020997019777837855
2025-02-03,9804.374405651408,-0.0013837000138369193,-0.02235166621511775
2025-01-31,9827.469093873116,0.0023555493972564623,-0.020048767271741985
2025-01-30,9841.05420459177,0.0013823610727123903,-0.01869412083446198
2025-01-29,9827.469093873118,-0.001380452788514619,-0.020048767271741763
2025-01-28,9832.903138160578,0.0005529444290848229,-0.019506908696829917
2025-01-27,9838.33718244804,0.0005526388505112667,-0.01896505012191796
2025-01-24,9786.713897568268,-0.0052471554819111255,-0.02411269303711705
2025-01-23,9767.694606711048,-0.0019433786515355989,-0.026009211595773296
2025-01-22,9782.638500203779,0.001529930458970652,-0.02451907342183679
2025-01-21,9803.015894579541,0.002083016189889708,-0.022487130858845905
2025-01-17,9774.487162070373,-0.0029101995565409267,-0.025331888377133405
2025-01-16,9771.770139926643,-0.0002779708130645764,-0.025602817664589383
2025-01-15,9752.750984920529,-0.0019463367162519951,-0.027499322676781235
2025-01-14,9675.31585382421,-0.007939824488090386,-0.035220807369276574
2025-01-13,9668.523298464885,-0.000702049985958908,-0.035898130587916355
2025-01-10,9678.032875967941,0.000983560488970081,-0.034949878081820485
2025-01-08,9728.297785626955,0.005193711398090883,-0.029937686263884933
2025-01-07,9717.429697052035,-0.0011171624074848285,-0.031021403413708626
2025-01-06,9751.392473848666,0.003495037047392735,-0.027634787320508947
2025-01-03,9760.902051351723,0.0009752020061297717,-0.026686534814413077
2025-01-02,9773.12865099851,0.0012526096033402823,-0.025467353020861228
2024-12-31,9769.053117782914,-0.0004170141784819448,-0.02587374695204514
2024-12-30,9785.355114794189,0.0016687387011540267,-0.024248184773773773
2024-12-27,9747.316940633069,-0.003887255364254605,-0.02804118125169308
2024-12-26,9767.69460671105,0.002090592334494934,-0.026009211595773074
2024-12-24,9760.902051351723,-0.0006954102920724292,-0.026686534814413077
2024-12-23,9778.562695285971,0.001809324982602778,-0.02492549444594916
2024-12-20,9809.80844993887,0.003195332036676657,-0.02180980764020568
2024-12-19,9779.921206357836,-0.0030466694363660007,-0.024790029802221225
2024-12-18,9807.09142779514,0.0027781636338379823,-0.02208073692766166
2024-12-17,9884.52655889146,0.007895830447430585,-0.014359252235166098
2024-12-16,9883.168047819594,-0.00013743815283140393,-0.014494716878894254
2024-12-13,9872.299959244672,-0.00109965635738829,-0.015578434028718058
2024-12-12,9911.696780328764,0.003990642631072072,-0.011649959360606421
2024-12-11,9951.093601412857,0.003974780701754499,-0.007721484692494784
2024-12-10,9972.8297785627,0.0021843003412969075,-0.005554050392847065
2024-12-09,9983.697867137624,0.0010897697861329547,-0.004470333243022928
2024-12-06,10013.585110718659,0.0029936045720506677,-0.0014901110810072726
2024-12-05,9986.414889281355,-0.0027133360466692347,-0.004199403955566838
2024-12-04,9985.056378209489,-0.00013603591348132493,-0.004334868599294994
2024-12-03,9951.093601412858,-0.00340136054421758,-0.007721484692494673
2024-12-02,9974.188289634569,0.0023208191126280475,-0.005418585749118687
2024-11-29,9998.641488928142,0.0024516480523018025,-0.0029802221620149894
2024-11-27,9961.961689987782,-0.0036684782608694677,-0.006637767542670536
2024-11-26,9934.791468550477,-0.0027273966998500043,-0.009347060417230324
2024-11-25,9952.452112484725,0.001777656228634017,-0.0075860200487665175
2024-11-22,9861.431870669754,-0.009145509145509156,-0.01666215117854164
2024-11-21,9857.356337454159,-0.00041328006612473267,-0.017068545109725552
2024-11-20,9862.790381741619,0.0005512679162071876,-0.016526686534813706
2024-11-19,9873.658470316543,0.0011019283746558362,-0.015442969384989569
2024-11-18,9873.658470316543,0.0,-0.015442969384989569
2024-11-15,9846.488248879237,-0.0027517886626308163,-0.018152262259549357
2024-11-14,9843.771226735505,-0.0002759381898456148,-0.018423191547005557
2024-11-13,9846.488248879237,0.0002760143527464898,-0.018152262259549357
2024-11-12,9850.563782094832,0.00041390728476820016,-0.017745868328365555
2024-11-11,9910.338269256901,0.006068128533995187,-0.011785424004334244
2024-11-08,9929.356880858586,0.001919067854694978,-0.00988897317799986
2024-11-07,9910.338269256901,-0.001915392087311174,-0.011785424004334244
2024-11-06,9836.978671376177,-0.007402330363262655,-0.01910051476564567
2024-11-05,9918.489607390307,0.008286175942549656,-0.010972609049037518
2024-11-04,9894.036136394518,-0.002465443022450664,-0.013410999729070117
2024-11-01,9854.639315310429,-0.003981875600713614,-0.01733947439718142
2024-10-31,9923.923787528876,0.007030645161290261,-0.010430736927661166
2024-10-30,9925.281619345204,0.0001368240874677351,-0.010295340016255206
2024-10-29,9934.791468550477,0.0009581440174692979,-0.009347060417230324
2024-10-28,9926.640402119283,-0.000820456720908247,-0.010159848279598482
2024-10-25,9938.867001766072,0.0012316956343234597,-0.008940666486046522
2024-10-24,9959.24466784405,0.002050300710770836,-0.006908696830126626
2024-10-23,9942.942534981667,-0.0016368844632383972,-0.00853427255486261
2024-10-22,9967.395734275242,0.0024593523705425113,-0.00609590896775869
2024-10-21,9963.320201059645,-0.00040888646585812705,-0.006502302898942824
2024-10-18,10031.245754652906,0.00681756203981454,0.0
2024-10-17,10025.811710365444,-0.0005417118093175022,-0.0005417118093175022
2024-10-16,10074.718108952595,0.004878048780488031,0.0
2024-10-15,10061.132726531727,-0.0013484627831716889,-0.0013484627831716889
2024-10-14,10021.736177149849,-0.003915717091971915,-0.005258899676375606
2024-10-11,10028.528732509176,0.0006777822963264235,-0.004584681769147836
2024-10-10,10027.170221437314,-0.0001354646437276008,-0.004719525350593057
2024-10-09,10031.24575465291,0.0004064489906516755,-0.004314994606256506
2024-10-08,10058.416111941322,0.0027085725893825074,-0.001618109492987796
2024-10-07,10043.472354299698,-0.0014856969005172527,-0.003101402373246631
2024-10-04,10073.359597880733,0.0029757879074800986,-0.00013484358144510988
2024-10-03,10139.926640402131,0.00660822656776805,0.0
2024-10-02,10184.757505773683,0.004421221864951752,0.0
2024-10-01,10203.776660779795,0.0018674136321192858,0.0
2024-09-30,10203.776660779795,0.0,0.0
2024-09-27,10226.871349001503,0.002263347090933232,0.0
2024-09-26,10196.983833718252,-0.002922449521785553,-0.002922449521785553
2024-09-25,10196.983833718252,0.0,-0.002922449521785553
2024-09-24,10235.022415432695,0.003730375798837837,0.0
2024-09-23,10222.795815785908,-0.0011945845500397345,-0.0011945845500397345
2024-09-20,10229.588371145233,0.0006644518272425071,-0.0005309264666844005
2024-09-19,10230.9468822171,0.00013280212483413045,-0.00039819485001324484
2024-09-18,10230.9468822171,0.0,-0.00039819485001324484
2024-09-17,10262.19263687,0.003054043287743946,0.0
2024-09-16,10275.77774758865,0.001323801959226767,0.0
2024-09-13,10248.607526151345,-0.0026441036488631386,-0.0026441036488631386
2024-09-12,10226.8713490015,-0.0021208907741252503,-0.004759386567953716
2024-09-11,10237.739437576423,0.0010626992561106885,-0.003701745108408261
2024-09-10,10243.173481863885,0.0005307855626328628,-0.0031729243786355887
2024-09-09,10209.210705067255,-0.003315649867373982,-0.0064780539397143455
2024-09-06,10195.626001901925,-0.0013306320691949258,-0.007800066102591097
2024-09-05,10183.398994701816,-0.0011992404583913707,-0.008989952406134094
2024-09-04,10158.945795408243,-0.0024012806830309152,-0.011369645690110786
2024-09-03,10114.11493003669,-0.004412944637603555,-0.015732416710734776
2024-08-30,10101.888330389904,-0.0012088650100738896,-0.016922263352723066
2024-08-29,10122.26599646788,0.002017213555674857,-0.01493918561607599
2024-08-28,10137.209618258397,0.0014763119044423068,-0.013484928609201363
2024-08-27,10144.002173617726,0.0006700616456716268,-0.012823902696985412
2024-08-26,10144.002173617726,0.0,-0.012823902696985412
2024-08-23,10154.870262192648,0.0010713807419311383,-0.011766261237440179
2024-08-22,10110.039396821096,-0.004414715719063489,-0.01612903225806417
2024-08-21,10150.794728977053,0.004031174415479732,-0.012162876784769572
2024-08-20,10129.058551827211,-0.0021413276231261325,-0.014278159703859816
2024-08-19,10099.171308246176,-0.00295064377682408,-0.01718667371760918
2024-08-16,10086.944708599389,-0.001210653753026647,-0.01837652035959747
2024-08-15,10065.207988045115,-0.0021549360269361717,-0.0204918561607611
2024-08-14,10107.322374677367,0.004184154632698389,-0.016393442622950172
2024-08-13,10088.303219671256,-0.0018817204301073698,-0.01824431517715419
2024-08-12,10050.264909659028,-0.003770535954753629,-0.021946060285562452
2024-08-09,10032.604265724778,-0.0017572316842392466,-0.023664727657323636
2024-08-08,9997.282977856283,-0.0035206499661475377,-0.02710206240084556
2024-08-07,10012.226599646801,0.001494768310911887,-0.025647805393970824
2024-08-06,10036.679798940373,0.002442333785617201,-0.023268112109994354
2024-08-05,10099.171308246176,0.006226312939902723,-0.01718667371760918
2024-08-02,10108.68088574923,0.0009416195856872811,-0.016261237440507226
2024-08-01,9994.56595571255,-0.01128880526810927,-0.02736647276573212
2024-07-31,9987.773400353224,-0.0006796248470842814,-0.02802749867794785
2024-07-30,9933.432957478615,-0.005440696409140355,-0.03331570597567379
2024-07-29,9921.206221980721,-0.0012308670678337075,-0.03450556583818043
2024-07-26,9908.97975818504,-0.0012323565826697358,-0.035695399259650706
2024-07-25,9869.58293710095,-0.003975870578557528,-0.03952934955050191
2024-07-24,9847.846759951104,-0.0022023399862355353,-0.04164463246959249
2024-07-23,9876.375492460273,0.0028969513036278816,-0.038868323638286406
2024-07-22,9875.016981388408,-0.00013755158184314276,-0.039000528820729574
2024-07-19,9879.092514604003,0.0004127115146512761,-0.03860391327340018
2024-07-18,9904.904224969441,0.0026127612761275287,-0.03609201480698043
2024-07-17,9930.715663632667,0.0026059251131533845,-0.03358014278159693
2024-07-16,9921.206221980718,-0.0009575786855698931,-0.03450556583818076
2024-07-15,9883.168047819598,-0.003834027164645093,-0.03820729772607079
2024-07-12,9914.4138024725,0.0031615120274914865,-0.035166578529878145
2024-07-11,9888.602092107061,-0.002603453000822098,-0.037678476996297894
2024-07-10,9839.695693519912,-0.0049457343041626745,-0.0424378635642515
2024-07-09,9831.54462708872,-0.0008283860278890387,-0.043231094658910396
2024-07-08,9835.620160304316,0.00041453641011468534,-0.042834479111581
2024-07-05,9835.620160304316,0.0,-0.042834479111581
2024-07-03,9790.789294932762,-0.004558011049723865,-0.047197250132205104
2024-07-02,9735.090340986288,-0.005688913556264663,-0.05261766261237433
2024-07-01,9706.561608477119,-0.002930505163270869,-0.0553939714436803
2024-06-28,9788.072680342353,0.008397522743176955,-0.04746162083553662
2024-06-27,9834.26164923245,0.004718903342724401,-0.04296668429402417
2024-06-26,9816.601005298204,-0.0017958281530596754,-0.04468535166578502
2024-06-25,9862.790381741619,0.0047052311098807476,-0.040190375462718086
2024-06-24,9857.356337454159,-0.000550964187327696,-0.04071919619249065
2024-06-21,9851.922293166697,-0.0005512679162074097,-0.04124801692226332
2024-06-20,9849.205271022967,-0.00027578599007160864,-0.041512427287149545
2024-06-18,9868.224426029079,0.0019310344827585535,-0.039661554732945525
2024-06-17,9834.261649232449,-0.003441629955947101,-0.04296668429402428
2024-06-14,9870.94144817281,0.003729796933278129,-0.03939714436805919
2024-06-13,9855.997826382294,-0.001513900357830944,-0.040851401374933705
2024-06-12,9812.525472082607,-0.004410751206064711,-0.04508196721311453
2024-06-11,9767.694606711053,-0.004568738751211554,-0.04944473823373863
2024-06-10,9728.29778562696,-0.004033379694019512,-0.05327868852459006
2024-06-07,9743.24140741748,0.001536098310291889,-0.05182443151771532
2024-06-06,9822.035049585662,0.00808700501952031,-0.04415653093601268
2024-06-05,9820.676538513799,-0.000138312586445144,-0.04428873611845563
2024-06-04,9793.505773672063,-0.002766689721953486,-0.04693289264939182
2024-06-03,9756.82651813613,-0.0037452630736726222,-0.05050237969328408
2024-05-31,9732.373318842556,-0.0025062656641603454,-0.052882072977260663
2024-05-30,9697.052030974059,-0.003629257398101715,-0.05631940772078281
2024-05-29,9654.938187746237,-0.004342953208181566,-0.060417768376520464
2024-05-28,9690.259475614734,0.0036583649922612427,-0.05698043363299843
2024-05-24,9736.448852058153,0.004766577877471034,-0.05248545742993116
2024-05-23,9725.58076348323,-0.0011162271522254796,-0.05354309888947639
2024-05-22,9754.1094959924,0.002933370582483441,-0.05076679005817031
2024-05-21,9766.336095639188,0.0012534818941505321,-0.049576943416181796
2024-05-20,9745.958429561208,-0.002086521073862979,-0.051560021152829205
2024-05-17,9755.468007064264,0.0009757457485364274,-0.05063458487572714
2024-05-16,9779.921206357838,0.002506614677621366,-0.04825489159175056
2024-05-15,9796.223339220223,0.001666898180303189,-0.04666842940243243
2024-05-14,9733.73182991442,-0.006379142976009056,-0.052749867794817606
2024-05-13,9705.20309740525,-0.0029309141660851523,-0.0555261766261238
2024-05-10,9697.052030974059,-0.0008398656215006239,-0.05631940772078281
2024-05-09,9724.222252411362,0.0028019052956009816,-0.05367530407191978
2024-05-08,9698.410542045924,-0.002654372729812726,-0.05618720253833964
2024-05-07,9721.505230267634,0.002381285894383023,-0.0539397144368059
2024-05-06,9702.486075261522,-0.0019564002235884503,-0.055790586991009916
2024-05-03,9692.976497758464,-0.0009801176141138734,-0.05671602326811209
2024-05-02,9644.070099171317,-0.005045550105115537,-0.061475409836065475
2024-05-01,9606.03178915909,-0.003944217495421953,-0.06517715494447374
2024-04-30,9600.597744871628,-0.0005656908499506175,-0.06570597567424641
2024-04-29,9637.27754381199,0.003820574501202767,-0.062136435748281316
2024-04-26,9608.748811302821,-0.0029602480969832534,-0.06491274457958729
2024-04-25,9587.012634152976,-0.002262123568500085,-0.06702802749867787
2024-04-24,9614.182855590281,0.002834065466912339,-0.06438392384981484
2024-04-23,9638.636054883857,0.0025434506146673197,-0.06200423056583804
2024-04-22,9620.975410949606,-0.0018322762508811152,-0.06372289793759922
2024-04-19,9616.899877734013,-0.0004236091499574268,-0.06411951348492839
2024-04-18,9604.673278087226,-0.0012713660121486114,-0.06530936012691668
2024-04-17,9630.484988452665,0.002687411598302658,-0.06279746166049693
2024-04-16,9584.295612009246,-0.004796163069544446,-0.0672924378635642
2024-04-15,9608.748811302821,0.0025513819985827357,-0.06491274457958729
2024-04-12,9672.598831680489,0.0066449879824685976,-0.05869910100475906
2024-04-11,9650.862790381752,-0.0022471769662920638,-0.06081437070333118
2024-04-10,9650.862790381752,0.0,-0.06081437070333118
2024-04-09,9764.977584567323,0.011824310081301803,-0.049709148598624964
2024-04-08,9729.65629669883,-0.0036171396772395337,-0.053146483342146666
2024-04-05,9737.80736313002,0.0008377548170901417,-0.05235325224748788
2024-04-04,9786.713897568276,0.005022335379464282,-0.04759385245901604
2024-04-03,9766.33609563919,-0.0020821904208468967,-0.049576943416181574
2024-04-02,9759.543540279863,-0.000695507024620956,-0.050237969328397414
2024-04-01,9770.411628854785,0.00111358574610243,-0.04918032786885218
2024-03-28,9866.865914957218,0.009872080088987767,-0.03979375991538836
2024-03-27,9879.092514604004,0.0012391573729864103,-0.03860391327340007
2024-03-26,9845.129737807374,-0.0034378437843783916,-0.041909042834478716
2024-03-25,9836.978671376182,-0.000827928798123434,-0.042702273929137724
2024-03-22,9855.997826382294,0.0019334346084793896,-0.040851401374933705
2024-03-21,9823.393560657529,-0.003308063404548589,-0.04402432575356929
2024-03-20,9815.242494226339,-0.000829760752316222,-0.04481755684822808
2024-03-19,9797.58185029209,-0.0017993079584776028,-0.04653622421998915
2024-03-18,9771.770139926652,-0.0026344980587907907,-0.0490481226864089
2024-03-15,9783.996332020117,0.0012511747532322204,-0.04785831570597532
2024-03-14,9789.430512158684,0.0005554151855906575,-0.04732948175568452
2024-03-13,9847.846759951104,0.005967277434562268,-0.04164463246959249
2024-03-12,9864.148892813486,0.0016554007449303132,-0.04005817028027481
2024-03-11,9894.036136394521,0.003029885690676304,-0.037149656266525444
2024-03-08,9898.111669610116,0.000411918165591052,-0.03675304071919605
2024-03-07,9888.602092107061,-0.0009607466373865448,-0.037678476996297894
2024-03-06,9872.299959244678,-0.0016485781013876322,-0.0392649391856158
2024-03-05,9854.63931531043,-0.0017889087656528524,-0.04098360655737665
2024-03-04,9801.657383507685,-0.005376344086021612,-0.04613960867265976
2024-03-01,9824.752071729394,0.002356202356202264,-0.043892120571126236
2024-02-29,9811.166961010742,-0.0013827433628318397,-0.045214172395557695
2024-02-28,9794.864556446144,-0.0016616172805318241,-0.04680066102591207
2024-02-27,9773.128650998513,-0.0022191124055234157,-0.04891591750396618
2024-02-26,9788.072680342353,0.0015290936891856344,-0.04746162083553662
2024-02-23,9805.732916723278,0.0018042608547843564,-0.04574299312533059
2024-02-22,9770.411628854783,-0.0036021058464947853,-0.0491803278688524
2024-02-21,9766.336095639188,-0.00041713014460509346,-0.049576943416181796
2024-02-20,9793.505773672065,0.0027819724579218885,-0.04693289264939171
2024-02-16,9781.279717429707,-0.001248384033756933,-0.04812268640930706
2024-02-15,9812.525472082607,0.0031944444444444997,-0.04508196721311453
2024-02-14,9785.355114794194,-0.002768946421154661,-0.0477260840824959
2024-02-13,9748.675451704941,-0.003748424319705901,-0.05129561078794265
2024-02-12,9834.26164923245,0.008779264214046734,-0.04296668429402417
2024-02-09,9831.54462708872,-0.0002762812543168902,-0.043231094658910396
2024-02-08,9839.69569351991,0.0008290728202291486,-0.04243786356425161
2024-02-07,9865.50740388535,0.0026232224216484745,-0.03992596509783164
2024-02-06,9884.526558891464,0.0019278435692646756,-0.03807509254362751
2024-02-05,9838.337182448045,-0.004672897196261738,-0.04257006874669478
2024-02-02,9917.13082461623,0.00800883733775204,-0.03490216816499192
2024-02-01,10006.792555359336,0.009041095890411022,-0.02617662612374383
2024-01-31,9975.546800706437,-0.0031224545207708676,-0.02921734531993614
2024-01-30,9933.432957478613,-0.004221707748876646,-0.033315705975674015
2024-01-29,9915.772313544365,-0.0017778993435448864,-0.03503437334743498
2024-01-26,9876.375492460273,-0.003973147006439248,-0.038868323638286406
2024-01-25,9891.31911425079,0.0015130674002750144,-0.03741406663141189
2024-01-24,9845.12973780737,-0.004669688229638869,-0.04190904283447916
2024-01-23,9865.507403885353,0.002069821995308807,-0.03992596509783153
2024-01-22,9888.602092107061,0.002340952905535598,-0.037678476996297894
2024-01-19,9872.299959244678,-0.0016485781013876322,-0.0392649391856158
2024-01-18,9872.299959244678,0.0,-0.0392649391856158
2024-01-17,9885.885069963328,0.001376083665886707,-0.03794288736118456
2024-01-16,9908.979758185036,0.002336127525079057,-0.03569539925965104
2024-01-12,9979.622333922029,0.007129147244310463,-0.02882072977260708
2024-01-11,9959.24466784405,-0.002041927579635172,-0.030803807509254377
2024-01-10,9907.621247113171,-0.005183467466921332,-0.035827604442094096
2024-01-09,9925.281619345204,0.0017825037707388525,-0.03410896351136983
2024-01-08,9926.640402119283,0.0001369011808622922,-0.03397673188789019
2024-01-05,9883.168047819596,-0.0043793622553714995,-0.03820729772607101
2024-01-04,9913.05529140063,0.00302405498281777,-0.03529878371232176
2024-01-03,9957.886156772181,0.004522406468411511,-0.03093601269169788
2024-01-02,9949.73509034099,-0.0008185538881310128,-0.031729243786356776
2023-12-29,9991.848933568812,0.004232659748771184,-0.02763088313061912
